id,group,putcall,price,forward,strike,time,start,numeraire,expected,actual,tolerance,pass,error
0,ATM_analytic,Put,0.00099735570100358200,-100.00000000000000,-100.00000000000000,0.25000000000000000,0.0000000000000000,0.50000000000000000,0.010000000000000000,0.0099999999999988990,1.0000000000000000e-09,true,
1,ATM_analytic,Call,0.00099735570100358200,-100.00000000000000,-100.00000000000000,0.25000000000000000,0.0000000000000000,0.50000000000000000,0.010000000000000000,0.0099999999999988990,1.0000000000000000e-09,true,
2,ATM_analytic,Put,0.00099735570100358200,-100.00000000000000,-100.00000000000000,0.25000000000000000,1.0000000000000000e-20,0.50000000000000000,0.010000000000000000,0.0099999999999988990,1.0000000000000000e-09,true,
3,ATM_analytic,Call,0.00099735570100358200,-100.00000000000000,-100.00000000000000,0.25000000000000000,1.0000000000000000e-20,0.50000000000000000,0.010000000000000000,0.0099999999999988990,1.0000000000000000e-09,true,
4,ATM_analytic,Put,0.00099735570100358200,-100.00000000000000,-100.00000000000000,0.25000000000000000,1.0000000000000000e-16,0.50000000000000000,0.010000000000000000,0.0099999999999988990,1.0000000000000000e-09,true,
5,ATM_analytic,Call,0.00099735570100358200,-100.00000000000000,-100.00000000000000,0.25000000000000000,1.0000000000000000e-16,0.50000000000000000,0.010000000000000000,0.0099999999999988990,1.0000000000000000e-09,true,
6,ATM_analytic,Put,0.00099735570100358200,-100.00000000000000,-100.00000000000000,0.25000000000000000,1.0000000000000000e-15,0.50000000000000000,0.010000000000000000,0.0099999999999988990,1.0000000000000000e-09,true,
7,ATM_analytic,Call,0.00099735570100358200,-100.00000000000000,-100.00000000000000,0.25000000000000000,1.0000000000000000e-15,0.50000000000000000,0.010000000000000000,0.0099999999999988990,1.0000000000000000e-09,true,
8,ATM_analytic,Put,0.00099735570100358200,-100.00000000000000,-100.00000000000000,0.25000000000000000,1.0000000000000000e-10,0.50000000000000000,0.010000000000000000,0.0099999999999988990,1.0000000000000000e-09,true,
9,ATM_analytic,Call,0.00099735570100358200,-100.00000000000000,-100.00000000000000,0.25000000000000000,1.0000000000000000e-10,0.50000000000000000,0.010000000000000000,0.0099999999999988990,1.0000000000000000e-09,true,
